critic_name,album_name,album_rating,album_description
Playlouder,Astronomy For Dogs,40,"Disappointing, frustrating and exhausting, 'Astronomy For Dogs' finds a band trying too hard to cram too much into one sitting."
Playlouder,Icky Thump,90,"As White Stripes albums go, 'Icky Thump' is a goodie, and there's no resting on of laurels either."
Playlouder,It's A Bit Complicated,90,"One trick pony's they may arguably be, but they've done the same trick twice and pulled it off."
Playlouder,Era Vulgaris,60,"In isolation you can imagine any of these songs may have appeared over the last 10 years giving a warm comforting feel, but listened in its entirety the effect is strangely soporific, a steady morphine drip running from start to end."
Playlouder,Riot!,70,"The good news is that for a bunch of brats they're well in control of the complex, riddling, labyrinthine structures that go toward making the perfect pop punk songs."
Playlouder,Someone To Drive You Home,80,"Thankfully, it's even better than expected."
Playlouder,Tromatic Reflexxions,90,"Anyone expecting any of the more experimental tangential qualities of the German group will be disappointed, as will anyone expecting intense lyrical workouts from Smith. Instead we have an extremely convincing whistlestop tour round current electronic music with a partially deranged, completely eccentric lexicographer raving brilliantly over the top."
Playlouder,"Eat Me, Drink Me",70,"There's nothing quite as immediate or fantastic as 'Disposable Teens' here, but the album on the whole is a triumph."
Playlouder,Excellent Italian Greyhound,70,Well as befits such a completely uncompromising visionary/awkward pain in the arse (delete one if you can be bothered) it veers between the preposterously awful 'Genuine Lullabelle' with its bewildering spoken word passages and the awesome wire taut assault of 'Be Prepared'.
Playlouder,Boxer,60,"A patchy, flawed effort."
Playlouder,Mirrored,100,"This is not just an album that can be appreciated by fans of the avant-garde, pop and rock alike but a genuine fuck you to the people claiming modern music has nowhere left to go."
Playlouder,It Won't Be Soon Before Long,0,"Listen to this record and you realise that by comparison, Robbie Williams does actually have some soul. And if that's not a damning indictment of one of the most execrable records you're likely to hear this decade, I don't know what is."
Playlouder,Light At The End Of The World,70,This is classic timeless pop.
Playlouder,Strange House,70,"Their brilliance lies in writing the crassest, most obvious, lowbrow hooks."
Playlouder,Release The Stars,60,"As a whole, the album feels less definite, less driven, than the 'WantŠ—_' albums, which is both a strength and a weakness."
Playlouder,Sky Blue Sky,40,If 2004's 'A Ghost Is Born' was an experimental step too far then 'Sky Blue Sky' finds a band regressing tamely in to Dad-rock. Wilco need to rediscover that middle ground that suits them so well.
Playlouder,Tio Bitar,80,"As good as 'Tio Bitar' is, it's actually a weaker album than 'Ta Det Lungt' in some respects."
Playlouder,Tales Don't Tell Themselves,10,"As concept albums go, this one wears very thin very quickly."
Playlouder,The Beatific Visions,90,One of the finest albums of the year.
Exclaim,There Is No Love in Fluorescent Light,90,"There Is No Love in Fluorescent Light is the sound of a band that know themselves. Stars speak to the truths we grapple with, and the internal nature of our emotional experiences. It's a gift to hear this realized."
Pitchfork,Weighing of the Heart,77,"With Weighing of the Heart, Iqbal adds another couple of strings to her bow, emerging as a pop auteur and songwriter of impressive emotional heft."
Pitchfork,Master of Puppets [Remastered & Expanded Edition],100,"The numerous early takes and rough demos have a diehard appeal (there's a reason Metallica has a dedicated archivist on their payroll), though the live recordings present a band going through its most monumental transition punctuated by monumental tragedy. Recording a masterpiece was the easy part. Genius does not appear out of thin air and Puppets was a culmination of Metallica's influences and forward direction, so yes, it will give you a more rounded sense of how a masterwork came to be."
Exclaim,Going Grey,80,"Certain synth melodies might be a tad too sugary for some, but they bolster the top-notch songwriting on Going Grey, and Sella's unique and unpredictable vocal phrasing keeps the proceedings distinctly Front Bottoms from start to finish."
Exclaim,Masseduction,80,"Clark promised us ""sex and drugs and sadness"" on MASSEDUCTION, and while that sounds like a recipe for clich’©d disaster, she kept her word and managed to fashion a totally refreshing take in the process."
Exclaim,Lotta Sea Lice,80,Lotta Sea Lice feels like two old friends getting together for coffee.
Exclaim,Lilies,70,"Less is more with Lilies--De Biasio goes big with a subdued sound, and the end result is luminous"
Exclaim,King of the Boogie [Craft] [Box Set],90,John Lee Hooker couldn't have asked for a better centenary.
Exclaim,Colors,70,"Colors is a breezy, tightly composed party-starter of a record that doesn't demand much of the listener, but gives back generously."
Exclaim,Carry Fire,70,"There is certainly plenty here to explore and enjoy on Carry Fire, but a sparser and more melodic approach next time out would be welcome."
Pitchfork,Radio Silence,67,"Kweli's flow can feel rushed and sticky, as though he can't articulate his thoughts as neatly as he can conjure them up. But his fans are loyal. Radio Silence will comfortably shore up the base."
Pitchfork,Everyday Is Christmas,58,"There's plenty Sia could do with an album entirely of Christmas originals, but too many are underwritten; there's more consistency in the art direction than the songwriting."
Pitchfork,The Visitor,67,"If Young's recent work has felt like a series of hard-headed dives into his pet obsessions--more interesting for simply existing than for actually listening to--then The Visitor is more all-encompassing, and as a result, more centered."
Pitchfork,Post Self,81,"Brisk, 47-minute runtime aside, Post Self is a daunting listen, as well as an essential one, even by Godflesh's sterling standards."
Pitchfork,Songs of Experience,53,"Despite the blatant bid to sound modish and rejuvenated, U2 cannot help in certain respects but sound the same."
Pitchfork,War & Leisure,81,"On War & Leisure, he sounds unconflicted and ready to rumble. The freedom he promises his lovers in his music extends to himself, and he's better than ever at just letting go."
Exclaim,Queens of the Breakers,90,This is a rich and compelling record that deserves and rewards your close attention.
